"1st State Bank - NC",7119,"http://www.1ststatebanknc.com","336-222-6726","445 South Main Street\r\nBurlington, NC 27215\r\nUSA",""
"1st Summit Bank",8078,"https://www.1stsummitonline.com/onlineserv/HB/","","",""
"1st United Bank",136239,"http://1stunitedbankfl.com/","","",""
"401k Access",133568,"https://www.401kaccess.com/parts/login_1.html","","",""
"66 Federal Credit Union - Credit Card",132821,"http://www.66fcu.org/","","",""
"66 Federal Credit Union",6974,"http://www.66fcu.org","1-800-897-6991","501 S. Johnstone St.\r\nBartlesville, OK 74003\r\nUSA",""
"A.B. Watley",132532,"http://www.abwatley.com/","","",""
"AAA Visa",135022,"http://www.cardmemberservices.com/","","",""
"AAC Credit Union - Investments",130694,"http://www.aaccreditunion.org/","","",""
"AARP Visa",134365,"http://www.cardmemberservices.com/","","",""
"ABN AMRO (Employee 401K)",131717,"http://retirementplans.abnamro.com/","","",""
"ABN AMRO"
"ABNB Federal Credit Union",6650,"http://www.abnbfcu.org","757-523-5300","830 Greenbrier Circle\r\nChesapeake, VA 23320\r\nUSA",""
"ACMG Federal Credit Union - Investments",132958,"http://www.acmg.org/","","",""
"AF Bank",8119,"https://afgrp.com/","","",""
"AFS FCU - Investments",130520,"http://www.afsfcu.com/","","",""
"AICPA",134367,"http://www.cardmemberservices.com/","","",""
"AIChE",134369,"http://www.cardmemberservices.com/","","",""
"AIG Retirement - My Streetscape",136304,"http://www.aigretirement.com/AIG-Retirement_82_8630.html","","",""
"ALEC - Investments",131202,"http://www.alecu.org/","","",""
"ALIANT Bank",132332,"http://www.aliantbank.com","","",""
"AM Community Credit Union",8645,"http://www.amccu.org","","",""
"AMCORE - Retirement Plans - 401k",136340,"https://www.amcore.com/index.aspx","","",""
"ANZ (China)",136590,"http://www.anz.com/china/en/Personal/","","",""
"ANZ (Fiji)",136563,"http://www.anz.com/Fiji/","","",""
"ANZ (Hong Kong)",136566,"http://www.anz.com/hongkong/en/Personal/","","",""
"ANZ (Papua New Guinea)",136578,"http://www.anz.com/PNG/","","",""
"ANZ (Royal Cambodia)",136528,"http://www.anzroyal.com/en/Personal/","","",""
"ANZ (Solomon Islands)",136506,"http://www.anz.com/solomonislands/","","",""
"ANZ (Vanuatu)",136592,"http://www.anz.com/vanuatu/","","",""
"AOD Federal Credit Union",8535,"https://www.aodelink.com/onlineserv/HB/","","",""
"APB Financial - Participant Login",136206,"http://www.apbfinancial.com/","","",""
"APCI Federal Credit Union - Credit Card",132233,"http://www.apcifcu.com/","","",""
"APEX Community FCU - Investments",132220,"http://www.apexfcu.com/","","",""
"APEX Community FCU",8423,"http://www.apexfcu.com","(610) 323-4135","540 Old Reading Pike\r\nStowe, PA 19464\r\nUSA",""
"APhA",135033,"http://www.cardmemberservices.com/","","",""
"ARC Credit Union - Investments",130510,"http://www.arccu.com/","","",""
"ASB Bank (NZ) - Credit Cards",135204,"http://www.asbbank.co.nz/","","",""
"ASPCA",133836,"http://www.cardmemberservices.com/","","",""
"ATL Credit Union",134795,"http://www.atlcu.com/","","",""
"AXA Shareplan - U.S. Employees",136288,"http://www.bnymellon.com/","","",""
"Aberdeen Proving Ground FCU - Investments",132339,"http://www.apgfcu.com/","","",""
"Abilene Teachers FCU - Credit Card",132717,"http://www.abileneteachersfcu.org/onlineserv/","","",""
"Abilene Teachers FCU",131351,"http://www.abileneteachersfcu.org/","","",""
"Abner, Herrman & Brock",136133,"http://www.ahbi.com/","","",""
"Academy of General Dentistry",134366,"http://www.cardmemberservices.com/","","",""
"Accentra Credit Union",7963,"https://www.hecuhb.org/onlineserv/HB/","","USA",""
"Access National Bank - Credit Card",132681,"http://www.accessnationalbank.com/","","",""
"Access National Bank",130160,"http://www.accessnationalbank.com/","","",""
"Accessor Capital Management",136248,"http://www.accessor.com/","","",""
"Acclaim Benefits",136445,"http://www.acclaimbenefits.com/","","",""
"AccountTrax",131169,"http://www.accounttrax.com/","","",""
"AccuServe Online",130070,"http://web2.accuserveonline.com/Home_main.htm","","",""
"Achieva Credit Union - Investments",130281,"https://www.achievacu.com/","","",""
"Acme Continental Credit Union",7241,"http://www.acmecontinentalcu.com","708-849-3113","13601 S Perry Ave\r\nRiverdale, IL 60827\r\nUSA","Customer hours of operations are\r\n\r\nMonday 8:30am - 4:30pm\r\nTuesday 8:30am - 4:30pm\r\nWednesday 8:30am - 9:30am\r\nThursday 8:30am - 4:30pm\r\nFriday 8:00am - 3:30pm\r\nSaturday-Sunday CLOSED\r\n\r\n708-849-3113\r\n708-849-0034 Fax"
"Action Card",133941,"https://www.actionbankcard.com/index.jsp","","",""
"Acuity Bank",131528,"http://www.acuitybank.com/","","",""
"Adam Petty Platinum",135160,"http://www.mbnanetaccess.com/","","",""
"Addison Avenue Federal Credit Union",6923,"http://www.addisonavenue.com","877-ADDISON","3408 Hillview\r\nPalo Alto, CA 94304\r\nUSA","Call Center Hours: 6:00 am - 6:00 pm (Pacific) Monday - Friday\r\n"
"Adirondak Regional FCU - Investments",131956,"http://www.adkcreditunion.com/","","",""
"Advanta Business Card",133935,"https://www.advanta.com/","","",""
"Advantage Bank",8335,"https://www.advantagebankonline.com/onlineserv/HB","","",""
"Advantage Capital",7513,"http://www.advcap.net","","USA","Contact your Financial Representative"
"Advantage Marketing Systems",135023,"http://www.cardmemberservices.com/","","",""
"Advantage One FCU",6085,"http://www.advantageonefcu.com","734-282-3133","13050 Fort St.\r\nSouthgate, MI 48195\r\nUSA",""
"Advantis Credit Union",131425,"http://www.advantiscu.org/","","",""
"Advisor's Choice",10022,"http://www.advisorschoice.ca/","1-866-334-4434","130 ADELAIDE STREET WEST\r\nToronto, ON M5H 3P5\r\nCAN",""
"Aerospace Community CU - Credit Card",133924,"http://www.aerospacecu.org/","","",""
"Aetna 401k - Hewitt",136044,"http://resources.hewitt.com/aetna/","","",""
"Affinity Federal CU",130839,"http://www.affinityfcu.org/","","",""
"Affinity Plus Federal Credit Union - ShareBuilder",131832,"http://affinityplus.sharebuilder.com/","","",""
"AgFirst FCU",6070,"http://www.agfirstfcu.com","803-929-0000 x209","P.O. Box 1499\r\nColumbia, SC 29202\r\nUSA",""
"Agriculture FCU - Investments",132457,"http://www.agriculturefcu.org/","","",""
"Agvantis, Inc.",8644,"http://www.agvantis.com","","",""
"Air Academy FCU",5010,"https://www.aafcu.com/","1-800-223-1983","1355 Kelly Johnson Blvd\r\nColorado Springs, CO 80920\r\nUSA",""
"Air Academy Federal Credit Union - ShareBuilder",133652,"http://aafcu.sharebuilder.com/","","",""
"Air Combat MasterCard",135024,"http://www.cardmemberservices.com/","","",""
"Air Force Association MasterCard",135025,"http://www.cardmemberservices.com/","","",""
"Al Gar Federal Credit Union - Investments",132861,"http://www.algarfcu.org/","","",""
"Alabama Credit Union - Credit Cards",132403,"http://server.alabamacu.com/","","",""
"Alabama Credit Union",131996,"http://www.alabamacu.com/","","",""
"Alabama Education Association",134368,"http://www.cardmemberservices.com/","","",""
"Alabama Farmers Federation",135026,"http://www.cardmemberservices.com/","","",""
"Alabama State Employees CU - Investments",133015,"http://www.asecu.org/","","",""
"Alamance Bank",7387,"http://www.alamancebank.com","336-226-1223","1128 S MAIN ST\r\nGRAHAM, NC 27253\r\nUSA",""
"Alamo Federal Credit Union - Investments",130930,"http://www.alamofcu.org/","","",""
"Alaska Division of Retirement and Benefits",136305,"http://www.state.ak.us/local/akpages/ADMIN/drb/home.htm","","",""
"Alaska USA Federal Credit Union - Credit Card",130512,"http://www.alaskausa.org/","","",""
"Albany Bank & Trust Company",132758,"https://www2.site-secure.com/TekPortfolio/albanybank.jsp","","",""
"Albany Federal Employees CU - Investments",132426,"http://www.myafecu.com/","","",""
"Albridge Wealth Reporting",136214,"https://www3.mainaccount.com/report/","","",""
"Alcoa Employees & Community CU - Investments",130601,"http://www.aeccu.org/","","",""
"Alcoa Pittsburgh FCU - Investments",131096,"http://www.alcoapittfcu.org/","","",""
"Alcoa Tenn Federal Credit Union",8601,"http://www.atfcu.com","","",""
"Alexandria USDA FCU - Investments",131962,"http://www.usdafcu.org/","","",""
"AllSouth Federal Credit Union - Credit Card",131626,"https://www.allsouthhb.org/","","",""
"AllSouth Federal Credit Union",130632,"https://www.allsouthhb.org/","","",""
"Allegacy Federal Credit Union - Credit Card",131447,"http://www.allegacyfcu.org/site/frame_set/personal.html","","",""
"Allegacy Federal Credit Union",131660,"http://www.allegacyfcu.org/site/frame_set/personal.html","","",""
"Allegany County Teachers FCU - Investments",131277,"http://www.alcoteachersfcu.org/","","",""
"Allegiance Community Bank",8462,"https://www.allegiancecommunitybank.com","866-518-9116","8001 W. 183rd Street\r\nTinley Park, IL 60487\r\nUSA",""
"Allegiant Funds",132517,"http://www.allegiantfunds.com/default.aspx","","",""
"Allegis Credit Union",133325,"http://www.allegiscu.com/","","",""
"Alliance Bank (VA)",7977,"https://www.alliancebankvaonline.com/onlineserv/HB/Signon.cgi","","USA",""
"Alliance Bank -- Minnesota",6761,"http://www.alliancebanks.com/","1-888-959-9425","322 North Minnesota\r\nNew Ulm, MN 56073\r\nUSA",""
"Alliance Bank Kansas",7697,"http://www.alliancebankkansas.com","","USA",""
"Alliance Capital",130270,"http://www.alliancecapital.com/","","",""
"Alliance Credit Union (CA & NC)",130541,"http://www.alliancecreditunion.org/","","",""
"Alliance Credit Union - Credit Cards",132466,"http://www.alliancecu.com/","","",""
"Alliant Credit Union - Credit Card",133169,"http://www.alliantcu.com/","","",""
"Allied Bank",7946,"https://www.justbankitonline.com/onlineserv/HB/","","USA",""
"Allied Healthcare FCU",7273,"http://www.ahfcu.org","888-488-9105","2801 Atlantic Avenue\r\nLong Beach, CA 90806-1799\r\nUSA","Please feel free to contact us for any questions. Customer Support is available 8am - 5pm PT Mon - Fri."
"Allied Irish Bank Group"
"Allstate - 401k",134615,"http://www.allstate.com/Home/Home.asp","","",""
"Allstate Bank"
"Aloha Pacific FCU",136420,"http://www.kalanet.com/","","",""
"Alpena County Medical CU - Investments",131180,"http://alpenamedical.cusite.net/","","",""
"Alta Alliance Bank",8288,"http://www.altaalliancebank.com","","",""
"Alta Vista Credit Union - Credit Card",133016,"http://www.altavistacu.org","","",""
"AltaOne Federal Credit Union",5956,"http://www.altaone.org/","760-371-7000","P.O. Box 1209\r\nRidgecrest, CA 93556\r\nUSA","AltaOne Electronic Memeber Services Support is available Monday - Friday, 9:30AM to 5:00PM PST.\r\nTo contact EMS support, please call (760)371-7000 during normal office hours.\r\nYou may also send e-mail to support@altaone.org."
"Altier Credit Union",130200,"https://www.altiercu.org/home/","","",""
"Altoona Hospital FCU - Investments",132432,"http://www.tahfcu.org/","","",""
"AmSouth Bank"
"Amalgamated Bank of Chicago",134880,"http://www.aboc.com/","","",""
"Amboy National Bank",132749,"http://www.amboybank.com/","","",""
"Ameriana Bank",8343,"http://www.ameriana.com/splash/splashpage.asp","","",""
"America First Credit Union - ShareBuilder",130423,"http://americafirst.sharebuilder.com/","","",""
"America First Credit Union",6707,"http://www.americafirst.com/","1-866-224-2158","PO Box 9199\r\nOgden, UT 84409\r\nUSA",""
"America Online Visa",134320,"http://www.firstusa.com","","",""
"America's Christian Credit Union",133254,"http://www.americaschristiancu.com/","","",""
"America's Credit Union - Credit Card",130112,"https://www.yourcreditunion.org/index.php","","",""
"America's Pride MasterCard",135035,"http://www.cardmemberservices.com/","","",""
"AmericaNet Bank",136586,"http://americanetbank.com/","","",""
"American Advertising Federation",135027,"http://www.cardmemberservices.com/","","",""
"American Association of University Women Visa",133749,"http://www.firstusa.com/","","",""
"American Bank & Trust",8062,"https://cibng.ibanking-services.com/cib/CEBMainServlet/Login?FIORG=843&amp;FIFID=071108834","","",""
"American Bank Eau Claire",6759,"http://www.americanbankec.com/","715-834-5327","2728 Mall Drive\r\nEau Claire, WI 54701\r\nUSA",""
"American Bank of Commerce",133115,"http://www.theabcbank.com/","","",""
"American Bank of Texas",130973,"http://www.abtexas.com","","",""
"American Bank",5656,"http://www.americanbank.com/","","USA",""
"American Bank, National Association",8824,"http://www.bankab.com","","",""
"American Boating Association",135028,"http://www.cardmemberservices.com/","","",""
"American Business Bank",136595,"http://www.americanbusinessbank.com/","","",""
"American Business Women's Association",135029,"http://www.cardmemberservices.com/","","",""
"American Century Brokerage",8717,"http://www.americancentury.com","1-888-345-2071","4500 Main St.\r\nKansas City, MO 64111\r\nUSA",""
"American Century Investments",5017,"http://www.americancentury.com","888.345.7645","4500 Main\r\nKansas City, MO 64141\r\nUSA","REMINDER: Always contact your financial institution with questions about the availability or support of online financial services. The Web link above may be useful for that purpose."
"American Express Card",5018,"http://www.americanexpress.com","1-800-AXP-7500","777 American Expressway\r\nFort Lauderdale, Fla 33337000\r\nUSA",""
"American Express Sign & Travel",6035,"http://www.americanexpress.com","1-800-AXP-7500","777 American Expressway\r\nFort Lauderdale, Fla 33337000\r\nUSA",""
"American FSB",130026,"http://www.americanfsb.com/","","",""
"American Federal Savings Bank - Credit Card",130680,"http://www.americanfederalsavingsbank.com","","",""
"American Federal Savings Bank",131192,"http://www.americanfederalsavingsbank.com","","",""
"American First FCU",5019,"http://www.amerfirst.org","","USA","REMINDER: Always contact your financial institution with questions about the availability or support of online banking services. The Web link above may be useful for that purpose."
"American Funds",7448,"http://www.americanfunds.com","1-800-421-0180 x23","135 S State College Blvd\r\nBrea, CA 92821\r\nUSA","A Shareholder Services Representatives can assist you at 800-421-0180 x23 from 8 a.m. to 8 p.m. Eastern time, Monday through Friday. If you are outside the U.S., contact your operator to call us collect at 714-671-7000."
"American Heritage FCU - Investments",132463,"http://www.amhfcu.org/","","",""
"American Heritage Magazine",135030,"http://www.cardmemberservices.com/","","",""
"American Kennel Club",135031,"http://www.cardmemberservices.com/","","",""
"American Marine Bank",5658,"http://www.americanmarinebank.com/","206.842.5651","249 Winslow Way East\r\nBainbridge Island, WA 98110\r\nUSA","Please feel free to contact us for any questions at 206.842.5651 or toll free at 800.648.3194 or by email to cust_service@americanmarinebank.com. Customer Support is available 8am - 5pm PT Mon - Fri."
"American Medical Association",135032,"http://www.cardmemberservices.com/","","",""
"American National Bank (IA)",132293,"http://www.anbia.com/","","",""
"American National Bank Lincoln",134881,"http://www.anbank.com","","",""
"American National Bank Omaha",132325,"http://www.anbank.com","","",""
"American Patriot Bank",8354,"http://www.americanpatriotbank.com","","",""
"American River HealthPro CU - Credit Card",130949,"http://www.arhcu.org","","",""
"American Riviera Bank",8066,"https://www.americanrivierabkonline.com/onlineserv/HB/","","",""
"American Running Association",135034,"http://www.cardmemberservices.com/","","",""
"American Skandia Visa",133540,"http://www.cardmemberservices.com/","","",""
"American Southwest CU",136544,"http://americansouthwestcu.org/","","",""
"American Spirit FCU - Investments",131107,"http://www.americanspirit.org/","","",""
"American State Bank (IA)",131257,"http://www.americanstatebank.com/home_page.htm","","",""
"American Trust",134538,"http://www.americantrust.com/","","",""
"Americas CU",131482,"http://www.kraftcu.org/","","",""
"Americas United Bank",8555,"http://www.aubank.com","","",""
"Ameriprise Financial Services, Inc.",5947,"http://www.ameriprise.com","1-800-297-SERV","70400 Ameriprise Financial Ctr\r\nMinneapolis, MN 55474\r\nUSA","Ameriprise Financial Services' clients can now download their account information - transactions, positions and balances - into Money 2000 or higher.\r\n"
"Ameris Bank (formerly Merchants and Farmers Bank)",131954,"http://www.amerisbank.com/","","",""
"Amerivest",5904,"http://www.amerivestinc.com/","1-553-9513","4211 So. 102 Street\r\nOmaha, NE 68127\r\nUSA","AmeriVest Inc., 4211 So 102 St., Omaha, Nebraska 68127\r\nFor Trading, Customer Service, Technical Support, or Confirmations, call 800-553-9513\r\nFor TouchTone Trading, call 800-200-4142 or 402-331-3303\r\nwww.amerivestinc.com"
"Ames City Employees CU - Investments",131657,"http://www.acecu.com/","","",""
"Amnesty International",133906,"http://www.cardmemberservices.com/","","",""
"Amplify Federal Credit Union",6904,"http://www.goamplify.com","512-836-5901","P.O. Box 85300\r\nAustin, TX 78708\r\nUSA",""
"AnMed Health FCU",7912,"http://www.anmedhealthfcu.com/","","USA",""
"Anaheim Angels",133633,"http://www.mbnanetaccess.com/","","",""
"Anaheim Mighty Ducks Preferred",135116,"http://www.mbnanetaccess.com/","","",""
"Anchor Bank - Washington",5660,"http://www.anchornetbank.com","360-532-6222 or 1-800-562-9744","100 West First Street\r\nPO Box 347\r\nAberdeen, WA 98520-6209\r\nUSA",""
"AnchorBank - Investments",133607,"http://anchorbank.com/","","",""
"Andrew Johnson Bank",7555,"http://www.andrewjohnsonbank.com","423-783-1000","124 Main St\r\nGreeneville, TN 37744\r\nUSA","Support hours M-F 8:30-5:00"
"Andrews Federal Credit Union - Credit Cards",132006,"http://www.andrewsfcu.org","","",""
"Angelo, Gordon & Company",136311,"http://www.angelogordon.com/","","",""
"Anoka County Federal Credit Union",133577,"http://www.ancofcu.org/ASP/home.asp","","",""
"Anson Bank & Trust",8038,"https://www.ansonbank2.com/onlineserv/HB","","USA",""
"Apollo Trust Company",132550,"http://www.apollotrust.com/","","",""
"Appalachian Community Bank - Credit Cards",130638,"http://www.appalachianbank.com/","","",""
"AppleTree Credit Union",7384,"http://www.appletree.org","414-546-7800","10840 W. Rogers Street\r\nWest Allis, WI 53227\r\nUSA","For further questions, please contact AppleTree Credit Union at 414-546-7800."
"AppliedCardBank-CreditCard(FormerlyCrossCountry)",132998,"http://www.appliedcardbank.com/home.do","","",""
"Arab Bank"
"Arapahoe Bank & Trust",132748,"http://www.arapahoebankandtrust.com/","","",""
"Area Bank",5955,"http://www.abcbank.com/","270-926-3232","230 Frederica Street\r\nOwensboro, KY 42301\r\nUSA",""
"Argonne Credit Union - Credit Card",132714,"http://www.argonnecu.org/","","",""
"Ariel Investments",7101,"http://www.arielmutualfunds.com","800-292-7435, Option 3","c/o U.S. Bancorp Fund Services\r\nP.O. Box 701\r\nMilwaukee, WI 53201\r\nUSA",""
"Aris - My 401(k)",136229,"http://ariscorporation.com/home.cfm","","",""
"Arizona Business Bank",136551,"https://www.azbizbank.com/","","",""
"Arizona Cardinals",133849,"http://www.mbnanetaccess.com/","","",""
"Arizona Central CU - Credit Card",132435,"https://www.azcentralcu.org/","","",""
"Arizona Diamondbacks",133626,"http://www.mbnanetaccess.com/","","",""
"Arizona Federal Credit Union",7240,"http://www.azfcu.org","602-683-1000, 1-800-523-4603","333 N 44th Street\r\nPhoenix, AZ 85008\r\nUSA","Technical Support is available by calling 602-683-1088 or 1-800-523-4603. \r\nOur hours of operation are:\r\nMon, Tues, Thur, &amp; Fri- 9am-6pm\r\nWed- 9:30am-6pm\r\nSat- 8:30am-12pm."
"Arizona Media Credit Union - Credit Cards",133002,"http://www.azmedia.org/","","",""
"Arizona State Savings & CU - Investments",131816,"http://www.azstcu.org/","","",""
"Arizona State University",135036,"http://www.cardmemberservices.com/","","",""
"Arkansas Federal Credit Union",134487,"https://www.afcu.org/","","",""
"Arkansas State University",133772,"http://www.cardmemberservices.com/","","",""
"Arlington Virginia FCU - Credit Card",131429,"http://www.arlingtonvafcu.org","","",""
"Arlington Virginia FCU",131011,"http://www.arlingtonvafcu.org","","",""
"Armed Forces Bank"
"Armed Forces",135037,"http://www.cardmemberservices.com/","","",""
"Aroostook County Federal S&L Assn",7246,"http://www.yourhomebank.com","207 764-6591 or Toll Free in Maine 1-800-696-8726","43 High Street\r\nP.O. Box 808\r\nCaribou, ME 04736\r\nUSA","Lobby Hours:\r\nMonday - Thursday, 8:30 a.m. to 4 p.m.\r\nFriday - 8:30 a.m. to 6 p.m.\r\nDrive-Thru Hours\r\nMonday - Thursday, 8:30 a.m. to 5 p.m.\r\nFriday - 8:30 a.m. to 6 p.m.\r\nSaturday - 9 a.m. to 1 p.m."
"Arrowhead Community Bank",131669,"http://www.arrowheadcommunitybank.com/","","",""
"Arsenal Credit Union - Investments",132462,"http://www.arsenalcu.org/","","",""
"Arsenal Credit Union",131161,"http://www.arsenalcu.org/","","",""
"Artistic Checks",133766,"http://www.cardmemberservices.com/","","",""
"Arvest Bank (Bentonville, AR)",133488,"http://www.arvest.com/bentonville/","","",""
"Ascencia Bank",133112,"http://www.ascenciabank.com","","",""
"Ascentra Credit Union",5011,"http://www.ascentra.org","563-355-0152 ext 0","1710 Grant Street\r\nPO Box 1107\r\nBettendorf, IA 52722\r\nUSA",""
"Ashland Inc Employees Credit Union",7480,"http://www.aiecu.org","800-245-8112","1300 Central Ave.\r\nAshland, KY 41101\r\nUSA","Hours of operation:\r\n Monday - Friday\r\n 8:00 a.m. to 5:00 p.m. EST \r\n\r\n24-hour Services\r\n Internet Teller: http://it.aiecu.org\r\n ART: 606-329-5489 or 800-245-8112 \r\n\r\nApply For A Loan "24 hours a day, 7 days a week"\r\n 606-329-5489\r\n 800-245-8112 \r\n\r\nHoliday closings:\r\n New Year's Day\r\n Good Friday\r\n Memorial Day\r\n Independence Day\r\n Labor Day\r\n Thanksgiving (Thursday and Friday)\r\n Christmas Eve and Christmas Day\r\n\r\n"
"Asian Bank of Arizona",8694,"http://www.asianbankaz.com","","",""
"Associated Credit Union - Credit Card",133270,"http://www.afecu.org/","","",""
"Associated Credit Union",133198,"http://www.afecu.org/","","",""
"Astoria Federal Savings",134151,"http://www.astoriafederal.com/","","",""
"Astronauts Memorial Foundation",133405,"http://www.cardmemberservices.com/","","",""
"Athens First Bank & Trust Company",133516,"http://www.athensfirstbank.com/","","",""
"Atlanta Braves",133705,"http://www.mbnanetaccess.com/","","",""
"Atlanta Falcons",135112,"http://www.mbnanetaccess.com/","","",""
"Atlanta Postal Credit Union",132412,"http://www.apcu.com","","",""
"Atlanta Thrashers Preferred",135117,"http://www.mbnanetaccess.com/","","",""
"Atlantic City Firemen's FCU",8727,"http://www.acffcu.org","","",""
"Atlantic Coast Federal - Investments",132273,"http://www.acfederal.net/","","",""
"Atlantic Federal Credit Union - Credit Card",133950,"http://www.atlfedcu.com/","","",""
"Atlantic Federal Credit Union - Investments",133258,"http://www.atlfedcu.com/","","",""
"Atlantic Financial FCU",130988,"http://www.affcu.org/","","",""
"Atlantic Pacific Bank",7911,"http://www.apbconnect.com/","","USA",""
"Atlantic Stewardship Bank",7430,"http://www.asbnow.com","1-201-444-7100","630 Godwin Ave\r\nMidland Park, NJ 07432\r\nUSA","Please contact us at 201-444-7100 or 877-844-BANK between the hours of 8:00am and 5:30pm Monday through Friday."
"Atlas Employees FCU - Investments",131802,"http://www.atlasfcu.org/","","",""
"Audi Bank USA",7254,"http://www.audibankusa.com","","USA",""
"Audiobookclub.com",135038,"http://www.cardmemberservices.com/","","",""
"Austin Peay Visa",133802,"http://www.firstusa.com","","",""
"Australia and New Zealand Banking Group"
"Autotruck Federal Credit Union - Credit Cards",132792,"http://www.autotruckfcu.org/AutotruckFCU/main.asp","","",""
"Avenue Credit Card",136499,"https://onlineaccess.mycreditcard.cc/avenue","","",""
"Aviation Associates CU - Investments",130283,"http://www.aacumember.org/","","",""
"Avon Products Employees FCU - Investments",131225,"http://www.avonfcu.org/","","",""
"B-M S Federal Credit Union",6010,"http://www.bmsfcu.org/","732.519.2693 FAX 732.519.3150","One Squibb Drive\r\nNew Brunswick, New Jersey 08903\r\nUSA","Comments.txt"
"BB&T - Credit Card",131724,"http://www.bbt.com/","","",""
"BB&T - ShareBuilder",136048,"http://www.bbandt.com/investments","","",""
"BB&T - Shareholder Services",136049,"http://www.bbandt.com/investments","","",""
"BB&T - TAMLink",136050,"http://www.bbandt.com/investments","","",""
"BB&T Corp"
"BB&T",5608,"http://www.bbandt.com/","1-888-BBT-ONLINE (1-888-228-6654)","P.O. Box 29600\r\nRaleigh, NC 27626\r\nUSA","BB&amp;T OnLine Support\r\n1-888-BBT-ONLINE (1-888-228-6654)\r\n \r\nSupport Hours:\r\nMonday-Friday 8:00 a.m. - 9:00 p.m. EST\r\nSaturday 9:00 a.m. - 1:00 p.m.\r\nSunday 1:00 p.m. - 6:00 p.m.\r\n"
"BC National Banks",7019,"http://www.bcnationalbanks.com","816-554-0210","651 NE Woods Chapel Road\r\nLee`s Summit, MO 64064\r\nUSA",""
"BECU",5897,"http://www.becu.org/","206-439-5700","12770 Gateway Dr.\r\nTukwila, WA 98168\r\nUSA","For questions on your accounts, call BECU at 206-439-5700 or, outside Seattle, 1-800-233-2328, 7am-7pm (Pacific Time), M-F and 8:30am-5pm, Sat."
"BESTSOURCE CU",5070,"http://www.bestsourcecu.org/","","USA","REMINDER: Always contact your financial institution with questions about the availability or support of online financial services. The Web link above may be useful for that purpose.\r\n"
"BF Goodrich Employees FCU - Investments",132852,"http://www.bfgefcu.org/","","",""
"BISYS - Plan insight",136174,"https://www.sponsorinsight.com/planinsight/index.cfm","","",""
"BMO Bank of Montreal",10004,"http://www.mbanx.com","1-888-491-0000","P.O. Box 5000\r\nToronto, Ontario, Canada M4Y 2T1\r\nCAN",""
"BNP Paribas"
"BNY Mellon",5337,"http://www.bnymellon.com","1-800-830-0549","P.O. Box 3095\r\nPittsburgh, PA 15230-3095\r\nUSA","Call 1-800-830-0549 to activate your Bank Accounts for online access\r\n"
"BOK Financial Corporation"
"BPO Elks",133458,"http://www.cardmemberservices.com/","","",""
"BUYandHOLD.com",130108,"http://www.buyandhold.com/","","",""
"BWCU",7425,"http://www.bwcu.org","(800) 342-9278","2900 S Oliver\r\nWichita, KS 67210\r\nUSA","Please feel free to contact us for any questions at (316) 683-1199 or (800) 342-9278. Support is available 8am - 6pm Monday - Friday and 9am - 1pm on Sundays."
